GlobalTime,time,station,site,moduleConfig,SWversion,lotNum,Barcode,UniqueID,ActuatorSN,sph_S1_OOVreg,sph_S2_OOVreg,sph_S1_gain,sph_S2_gain,sph_strokecenter_y_sensor_offset_lsb,sph_strokecenter_x_sensor_offset_lsb,AF_single_vcm_S1_AF_c0,AF_single_vcm_S1_AF_c1,AF_single_vcm_S1_AF_c2,AF_single_vcm_S2_AF_c0,AF_single_vcm_S2_AF_c1,AF_single_vcm_S2_AF_c2,OISY_pos_polynomial_cubic_offsetcorrected_C0,OISY_pos_polynomial_cubic_offsetcorrected_C1,OISY_pos_polynomial_cubic_offsetcorrected_C2,OISY_pos_polynomial_cubic_offsetcorrected_C3,OISX_pos_polynomial_cubic_offsetcorrected_C0,OISX_pos_polynomial_cubic_offsetcorrected_C1,OISX_pos_polynomial_cubic_offsetcorrected_C2,OISX_pos_polynomial_cubic_offsetcorrected_C3,aps_strokeMax_um
T20230603084400,44:30.7,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D175000HDVR31060+L2AA03415+0,0x0000005BA6528596,LG5D175000HDVR31060+L2AA03415+0,85,81,42.294,42.294,182.129852,188.5578347,184.9732698,0.213036181,0.001585181,115.2545457,0.139799092,0.001605307,-1.27E-13,0.351996687,8.73E-05,2.68E-08,1.55E-13,0.365073361,8.88E-05,2.51E-08,359.8772168
T20230603084408,44:38.8,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D175000HAVR31060+L2AA03412+0,0x00000052B652C59E,LG5D175000HAVR31060+L2AA03412+0,87,77,42.294,44.8,177.7480493,200.168819,151.2565802,0.001483763,0.001622378,63.16103603,0.098365889,0.001638592,-7.03E-14,0.347028014,8.30E-05,2.57E-08,-3.26E-14,0.370992436,9.45E-05,2.63E-08,362.4152275
T20230603084410,44:41.3,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750019NVR31060+L2AA04012+0,0x000000769E56B19E,LG5D1750019NVR31060+L2AA04012+0,87,84,42.294,42.294,178.6763324,201.6136027,139.7363112,-0.087100355,0.001598284,98.73124605,-0.159191983,0.001721617,8.92E-14,0.348513701,8.13E-05,2.47E-08,-1.91E-14,0.35897591,8.72E-05,2.34E-08,357.3724953
T20230603084410,44:41.0,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750006DVR31060+L2AA04925+0,0x000000D596D68391,LG5D1750006DVR31060+L2AA04925+0,86,82,42.294,42.294,188.2151016,194.7409044,120.8339526,-0.18974782,0.001657939,135.4291296,0.031885252,0.001602435,9.18E-14,0.35229961,8.84E-05,2.96E-08,-1.75E-13,0.364727285,8.75E-05,2.52E-08,359.9766571
T20230603084412,44:43.5,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17500065VR31060+L2AA04917+0,0x000000D4A6D28395,LG5D17500065VR31060+L2AA04917+0,86,80,42.294,42.294,180.6643348,196.0721716,148.0867516,-0.19760825,0.001650917,196.0965827,-0.046249964,0.001472379,-5.21E-14,0.347337167,8.32E-05,2.47E-08,2.10E-14,0.377657822,9.72E-05,2.81E-08,362.7672414
T20230603084413,44:44.4,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750019MVR31060+L2AA04011+0,0x000000779E56F19E,LG5D1750019MVR31060+L2AA04011+0,87,82,42.294,42.294,185.2042364,194.5314776,175.3776629,-0.20346621,0.001594285,151.6958149,-0.085033028,0.001604656,1.45E-13,0.343393538,8.30E-05,2.62E-08,-1.60E-13,0.365320212,9.04E-05,2.53E-08,365.0068226
T20230603084416,44:47.0,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750019LVR31060+L2AA04010+0,0x0000007E8E56F196,LG5D1750019LVR31060+L2AA04010+0,84,80,44.8,42.294,190.1925087,186.6704273,186.0039324,0.006727535,0.001712235,190.7569809,-0.101620765,0.001524326,2.94E-14,0.334645641,7.83E-05,2.25E-08,8.81E-14,0.369475969,9.00E-05,2.49E-08,354.8994992
T20230603084512,45:42.8,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750006KVR31060+L2AA04931+0,0x000000D4B6D2C395,LG5D1750006KVR31060+L2AA04931+0,87,83,42.294,39.928,185.8421828,192.0994736,223.4420618,-0.089296958,0.001600366,130.276276,-0.098463608,0.00154354,1.17E-13,0.344972347,8.29E-05,2.55E-08,1.22E-13,0.383028059,9.97E-05,2.79E-08,355.9154767
T20230603084517,45:47.9,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760004RVR31060+L2AA04501+0,0x0000007EB642959E,LG5D1760004RVR31060+L2AA04501+0,82,81,44.8,42.294,193.3665894,192.8743284,140.6295991,-0.17293164,0.001674993,170.0894897,-0.18471849,0.001603808,-8.52E-14,0.345303571,8.12E-05,2.37E-08,-4.39E-15,0.368150087,9.22E-05,2.50E-08,357.3806417
T20230603084519,45:50.3,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760006CVR31060+L2AA04124+0,0x000000BF9702A192,LG5D1760006CVR31060+L2AA04124+0,90,79,39.928,42.294,177.896513,188.9233707,155.2852024,-0.034685993,0.001567399,142.6120041,0.009472286,0.001543143,2.41E-13,0.351686768,8.63E-05,2.71E-08,5.18E-14,0.379308597,9.70E-05,2.78E-08,357.6966566
T20230603084524,45:55.5,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760006EVR31060+L2AA04126+0,0x000000B69702A19A,LG5D1760006EVR31060+L2AA04126+0,88,84,42.294,42.294,183.1242794,200.1821594,181.315721,-0.07613707,0.001585154,149.3229993,-0.061045033,0.001645753,-1.31E-13,0.340224815,7.93E-05,2.36E-08,2.52E-13,0.359965565,8.68E-05,2.31E-08,366.3534483
T20230603084524,45:55.1,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17500068VR31060+L2AA04920+0,0x000000DCB6D2C391,LG5D17500068VR31060+L2AA04920+0,87,85,42.294,39.928,182.2679255,198.5368794,144.557855,-0.172853545,0.00160465,131.4648419,-0.072560088,0.00160682,4.13E-14,0.344055492,8.12E-05,2.48E-08,5.07E-14,0.369515475,9.39E-05,2.68E-08,360.7235038
T20230603084527,45:58.1,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750006JVR31060+L2AA04930+0,0x000000D5A6D2C391,LG5D1750006JVR31060+L2AA04930+0,89,81,42.294,42.294,185.859213,193.1977682,141.2758604,-0.219023414,0.001717959,110.9752207,-0.162344675,0.00156987,9.95E-14,0.340964688,8.12E-05,2.39E-08,-4.49E-14,0.3742634,9.33E-05,2.84E-08,360.0993398
T20230603084529,46:00.1,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760006DVR31060+L2AA04125+0,0x000000BF8702A19A,LG5D1760006DVR31060+L2AA04125+0,84,83,44.8,42.294,191.6608927,203.4539333,194.0386889,-0.175902785,0.001642027,170.0183558,-0.065540524,0.001601393,-4.50E-14,0.340333907,7.98E-05,2.33E-08,-1.85E-14,0.361773808,8.99E-05,2.60E-08,361.1673555
T20230603084532,46:03.0,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750006FVR31060+L2AA04927+0,0x000000D5A6D2839D,LG5D1750006FVR31060+L2AA04927+0,84,82,42.294,42.294,182.1639569,197.8544658,138.244104,-0.278945467,0.00162657,77.5861403,-0.110002516,0.00168899,4.48E-14,0.355569469,8.77E-05,2.62E-08,-7.06E-14,0.369716794,9.21E-05,2.55E-08,362.4310345
T20230603084554,46:24.8,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750006HVR31060+L2AA04929+0,0x000000DCA6D68399,LG5D1750006HVR31060+L2AA04929+0,81,83,44.8,42.294,176.1518624,198.9011324,164.4670314,0.048754699,0.001599062,122.7207979,-0.130660754,0.001634861,1.70E-14,0.351127787,8.22E-05,2.09E-08,1.38E-13,0.364847243,8.84E-05,2.43E-08,357.9203621
T20230603084559,46:29.9,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17500051VR31060+L2AA00411+0,0x000000728E46E59E,LG5D17500051VR31060+L2AA00411+0,89,80,39.928,42.294,179.0000205,196.9379992,195.6013676,-0.159694572,0.001551538,83.1097853,-0.05593925,0.001607725,8.13E-14,0.352555652,8.59E-05,2.66E-08,-5.60E-14,0.375605947,9.73E-05,2.91E-08,365.5503907
T20230603084601,46:31.4,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D175000HHVR31060+L2AA03419+0,0x000000528656859A,LG5D175000HHVR31060+L2AA03419+0,80,82,44.8,42.294,180.9877581,201.1293449,131.0863701,-0.130961061,0.001559488,111.7638126,-0.091608494,0.001601653,-2.53E-14,0.35563639,8.68E-05,2.53E-08,-3.87E-14,0.364368751,8.91E-05,2.48E-08,362.0601549
T20230603084605,46:36.1,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D175000HGVR31060+L2AA03418+0,0x0000005BA6568592,LG5D175000HGVR31060+L2AA03418+0,87,84,42.294,42.294,184.8101322,209.2215896,142.5939588,0.068903011,0.001681087,170.9966746,0.111034834,0.001663303,3.24E-14,0.34463006,8.23E-05,2.42E-08,-2.21E-14,0.357475899,8.64E-05,2.38E-08,358.2948236
T20230603084606,46:37.4,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750002KVR31060+L2AA06523+0,0x000000BB8716A59A,LG5D1750002KVR31060+L2AA06523+0,83,83,44.8,39.928,183.4771506,184.6261002,241.990652,-0.308768499,0.001611464,136.4163309,-0.025246731,0.001574575,-4.72E-15,0.338369034,7.67E-05,2.28E-08,1.04E-13,0.375720073,9.45E-05,2.87E-08,366.2484413
T20230603084608,46:39.4,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760004UVR31060+L2AA04504+0,0x000000B6A702E19A,LG5D1760004UVR31060+L2AA04504+0,89,83,42.294,39.928,188.6367089,176.4056926,209.223976,0.1078061,0.001609548,153.8042891,-0.065207724,0.001557673,-1.39E-13,0.339674792,8.03E-05,2.40E-08,1.01E-13,0.376943953,9.39E-05,2.67E-08,361.3244018
T20230603084611,46:42.1,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D175000HJVR31060+L2AA03420+0,0x0000005A96528592,LG5D175000HJVR31060+L2AA03420+0,85,86,44.8,39.928,188.4400431,189.9523775,205.1620396,-0.076218197,0.00165844,201.7417935,0.030403668,0.001565668,2.06E-13,0.334167767,7.75E-05,2.33E-08,4.37E-14,0.368928462,9.04E-05,2.49E-08,360.0775862
T20230603084613,46:44.3,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760006FVR31060+L2AA04127+0,0x000000BE8706E192,LG5D1760006FVR31060+L2AA04127+0,82,80,44.8,42.294,188.9526088,188.9090672,237.0729697,-0.187548854,0.001572616,158.65718,-0.083201321,0.001534493,-8.96E-14,0.351190609,8.39E-05,2.48E-08,-1.31E-13,0.375092727,9.58E-05,2.73E-08,359.9655172
T20230603084636,47:06.8,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760004TVR31060+L2AA04503+0,0x000000BFB702E192,LG5D1760004TVR31060+L2AA04503+0,88,83,42.294,42.294,186.7936273,198.789875,171.2236278,-0.114649651,0.001637896,118.4112729,-0.145401221,0.001643785,-1.52E-13,0.341613322,8.15E-05,2.57E-08,-1.54E-14,0.363955502,9.11E-05,2.63E-08,362.7674692
T20230603084641,47:11.6,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750004SVR31060+L2AA00402+0,0x000000728E42E59E,LG5D1750004SVR31060+L2AA00402+0,90,81,39.928,42.294,180.7213125,195.5198894,140.9639228,-0.067527106,0.001661451,128.3568539,0.012396744,0.001602758,-1.25E-13,0.351623007,8.62E-05,2.72E-08,-3.89E-16,0.37238682,9.44E-05,2.59E-08,358.4884105
T20230603084641,47:12.1,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750004TVR31060+L2AA00403+0,0x000000738E42E59E,LG5D1750004TVR31060+L2AA00403+0,84,82,42.294,42.294,179.7717537,187.5360232,135.7288363,0.021073212,0.001595589,157.0777994,0.062791532,0.00159763,1.10E-14,0.355610326,8.75E-05,2.60E-08,-2.66E-13,0.361198805,8.78E-05,2.57E-08,353.4028919
T20230603084646,47:17.3,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760004WVR31060+L2AA04506+0,0x000000B79706A19A,LG5D1760004WVR31060+L2AA04506+0,83,82,44.8,42.294,187.4473765,188.3084663,200.5696614,0.141270818,0.001602483,102.9775412,-0.032927123,0.00166982,-1.24E-13,0.343954527,8.17E-05,2.47E-08,3.77E-15,0.367935426,9.13E-05,2.47E-08,358.6206897
T20230603084648,47:19.2,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760004PVR31060+L2AA01131+0,0x0000007EA646D596,LG5D1760004PVR31060+L2AA01131+0,91,84,39.928,39.928,179.4187311,186.9644774,106.6002382,-0.031334589,0.00161579,139.1823549,0.035244877,0.001552386,4.09E-14,0.351044496,8.49E-05,2.70E-08,-1.22E-15,0.375993152,9.70E-05,2.87E-08,354.5606114
T20230603084649,47:20.2,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750006LVR31060+L2AA04932+0,0x000000DC96D6839D,LG5D1750006LVR31060+L2AA04932+0,83,78,44.8,44.8,183.7488442,200.7399214,149.0718535,-0.194647,0.001658815,133.5834323,-0.127969639,0.001611261,-1.49E-14,0.34254362,8.12E-05,2.48E-08,1.78E-13,0.363930686,9.11E-05,2.59E-08,366.6648122
T20230603084653,47:23.9,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760004XVR31060+L2AA04507+0,0x000000B6A702E196,LG5D1760004XVR31060+L2AA04507+0,88,83,42.294,42.294,188.2974209,195.3383231,174.2929563,-0.124268283,0.001625944,158.9762361,0.017931305,0.001611637,1.40E-13,0.342319399,8.20E-05,2.57E-08,-3.57E-14,0.360735547,8.66E-05,2.32E-08,350.5360231
T20230603084654,47:25.0,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17500052VR31060+L2AA00412+0,0x000000739E46A596,LG5D17500052VR31060+L2AA00412+0,86,83,44.8,39.928,184.4427074,186.8771398,188.7649492,0.065558962,0.001736931,153.1951601,0.035483683,0.001525855,5.47E-15,0.331239415,7.52E-05,2.16E-08,-1.90E-14,0.383563493,9.99E-05,2.97E-08,356.5777925
T20230603084718,47:48.3,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750002SVR31060+L2AA06530+0,0x000000B3B712A596,LG5D1750002SVR31060+L2AA06530+0,87,75,42.294,47.455,189.9730794,200.0183427,148.1362762,-0.123875101,0.001700728,80.26048002,-0.123363074,0.001696849,-1.37E-13,0.344128578,8.24E-05,2.41E-08,2.00E-14,0.356501856,8.60E-05,2.30E-08,358.7156938
T20230603084722,47:53.3,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17600067VR31060+L2AA04119+0,0x000000B6A702A192,LG5D17600067VR31060+L2AA04119+0,88,80,42.294,42.294,185.2959493,193.2004423,172.7431225,-0.13100593,0.001682677,160.329999,-0.105906497,0.001533379,-1.24E-13,0.33927133,7.92E-05,2.34E-08,-2.22E-14,0.374875045,9.51E-05,2.75E-08,364.5603876
T20230603084722,47:53.2,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17600069VR31060+L2AA04121+0,0x000000BF9706E19A,LG5D17600069VR31060+L2AA04121+0,87,85,42.294,39.928,184.1986387,197.3216554,120.4758504,-0.062348492,0.001612283,130.0133374,0.048348542,0.001544372,-5.36E-14,0.34465356,8.34E-05,2.75E-08,-3.81E-14,0.375201873,9.66E-05,2.89E-08,360.952933
T20230603084727,47:57.9,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17600031VR31060+L2AA04907+0,0x000000DAAE46A592,LG5D17600031VR31060+L2AA04907+0,88,82,42.294,42.294,184.9637509,192.3013996,149.6869684,-0.063987813,0.001663782,88.92855229,-0.144418407,0.00168152,-2.51E-14,0.341942631,7.81E-05,1.98E-08,-1.35E-13,0.364215052,8.74E-05,2.34E-08,359.8223774
T20230603084730,48:01.0,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17500050VR31060+L2AA00410+0,0x0000007AAE46E596,LG5D17500050VR31060+L2AA00410+0,80,81,47.455,42.294,187.6631985,194.1121345,144.7775442,-0.14004755,0.001774404,113.5336609,0.078492966,0.001633036,2.05E-13,0.334373084,7.64E-05,2.08E-08,4.80E-14,0.367418926,9.05E-05,2.64E-08,365.2339726
T20230603084730,48:01.2,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760005BVR31060+L2AA04521+0,0x000000B69702E192,LG5D1760005BVR31060+L2AA04521+0,89,83,42.294,42.294,188.1570993,202.1119772,198.5052128,0.113487352,0.001644189,96.00617569,0.022902317,0.001630704,-5.21E-14,0.336096266,7.87E-05,2.23E-08,-1.05E-15,0.362665297,8.99E-05,2.42E-08,361.6357549
T20230603084735,48:05.6,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D175001ATVR31060+L2AA07019+0,0x0000007E8E46B592,LG5D175001ATVR31060+L2AA07019+0,90,87,39.928,39.928,180.7914058,201.3521238,156.8682845,-0.240446164,0.001634173,130.9948607,-0.210132363,0.001647676,2.54E-14,0.350879183,8.57E-05,2.69E-08,4.65E-14,0.366855381,9.09E-05,2.53E-08,364.8965517
T20230603084735,48:06.0,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17500063VR31060+L2AA04915+0,0x000000D596D6C39D,LG5D17500063VR31060+L2AA04915+0,82,81,44.8,42.294,184.9079867,195.2819212,194.6210797,-0.327045951,0.001614215,153.3870991,-0.019073904,0.001571639,-5.19E-15,0.346067856,8.37E-05,2.43E-08,-1.79E-13,0.37000846,9.25E-05,2.77E-08,363.5782075
T20230603084801,48:31.6,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750005NVR31060+L2AA00432+0,0x000000F4AEC2B391,LG5D1750005NVR31060+L2AA00432+0,88,79,42.294,44.8,188.3025208,202.7798544,140.4668856,0.046650657,0.001699901,114.7601842,0.110602625,0.001676653,-2.26E-14,0.338725417,7.84E-05,2.30E-08,1.64E-13,0.357835617,8.70E-05,2.32E-08,354.3522127
T20230603084805,48:36.3,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D175000H1VR31060+L2AA03403+0,0x00000053B652C596,LG5D175000H1VR31060+L2AA03403+0,84,84,42.294,39.928,180.4687873,185.7583281,157.1802119,0.062110579,0.001528548,165.4464784,0.070453951,0.001487055,-6.78E-14,0.363407652,8.94E-05,2.60E-08,8.86E-14,0.379389969,9.68E-05,2.73E-08,351.5603448
T20230603084806,48:36.6,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760005FVR31060+L2AA04525+0,0x000000BE9702A196,LG5D1760005FVR31060+L2AA04525+0,86,86,42.294,39.928,188.0757881,190.8313982,169.3733595,-0.191987175,0.001600532,121.0734584,-0.117552144,0.001589254,-8.79E-14,0.351184799,8.42E-05,2.46E-08,-1.26E-13,0.367583674,9.15E-05,2.61E-08,356.5777405
T20230603084810,48:41.1,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750005MVR31060+L2AA00431+0,0x000000FD9EC6F399,LG5D1750005MVR31060+L2AA00431+0,81,82,44.8,42.294,187.6933427,200.2545903,198.6786962,-0.091807088,0.001599993,206.3208735,-0.027510772,0.001542827,8.40E-14,0.34815143,8.49E-05,2.66E-08,-1.29E-13,0.364936756,9.18E-05,2.58E-08,364.3303515
T20230603084813,48:44.2,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750004PVR31060+L2AA02331+0,0x000000728E46A592,LG5D1750004PVR31060+L2AA02331+0,89,82,39.928,42.294,174.4323948,200.0611772,167.6592125,-0.217680086,0.001612317,58.23433671,-0.034462515,0.001752933,7.82E-14,0.357240452,8.79E-05,2.68E-08,4.09E-14,0.364825796,9.08E-05,2.38E-08,363.6824158
T20230603084813,48:44.0,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750002WVR31060+L2AA06102+0,0x000000738E42A596,LG5D1750002WVR31060+L2AA06102+0,87,83,42.294,42.294,189.6457905,194.957411,132.0870273,-0.096737356,0.001595144,195.10309,0.058303525,0.001575801,1.54E-13,0.346422513,8.36E-05,2.61E-08,-4.16E-14,0.363431473,9.00E-05,2.60E-08,354.4474325
T20230603084818,48:49.0,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17500044VR31060+L2AA02312+0,0x0000007AAE46A59E,LG5D17500044VR31060+L2AA02312+0,88,84,42.294,39.928,182.0625034,187.6047614,220.7250391,-0.25201815,0.001621665,142.4321313,0.009221131,0.00156017,-1.20E-13,0.343942389,7.99E-05,2.22E-08,-1.08E-13,0.377549563,9.40E-05,2.74E-08,362.3333802
T20230603084818,48:49.0,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750004DVR31060+L2AA02321+0,0x0000007B9E46E59A,LG5D1750004DVR31060+L2AA02321+0,84,84,44.8,39.928,186.6825001,191.3565837,154.067336,0.001189931,0.001702562,82.31077495,-0.04146882,0.001633263,-1.27E-13,0.336298667,7.82E-05,2.18E-08,6.97E-15,0.374528115,9.39E-05,2.75E-08,357.3609228
T20230603084846,49:17.2,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D17500049VR31060+L2AA02317+0,0x0000007B9E42A592,LG5D17500049VR31060+L2AA02317+0,88,79,42.294,44.8,191.5519165,203.417252,150.0556324,-0.094831952,0.001744179,159.7131092,0.020506862,0.001632822,6.12E-14,0.337132353,7.84E-05,2.21E-08,-3.94E-14,0.356982197,8.56E-05,2.45E-08,359.5987177
T20230603084846,49:16.8,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750002VVR31060+L2AA06101+0,0x0000007B9E46A59E,LG5D1750002VVR31060+L2AA06101+0,87,82,42.294,42.294,179.844644,193.1466419,184.2040079,-0.20571213,0.001620801,13.66397144,-0.115476389,0.001712303,-4.71E-14,0.344157455,8.12E-05,2.44E-08,-5.37E-14,0.370398432,9.28E-05,2.52E-08,362.2049816
T20230603084851,49:21.6,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760005EVR31060+L2AA04524+0,0x000000B68702A192,LG5D1760005EVR31060+L2AA04524+0,89,79,42.294,42.294,192.9830513,187.8292687,135.1696349,-0.066845389,0.001691476,70.15794185,-0.098192299,0.001627029,-3.71E-14,0.336413433,7.88E-05,2.29E-08,-1.62E-13,0.376597371,9.77E-05,2.94E-08,355.9121002
T20230603084851,49:22.0,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760007JVR31060+L2AA01732+0,0x000000B7B702A19A,LG5D1760007JVR31060+L2AA01732+0,91,76,39.928,47.455,180.8554456,202.816154,235.3250694,-0.018408786,0.001501808,62.78560381,-0.066659245,0.001711133,1.82E-13,0.348230507,8.51E-05,2.60E-08,-1.36E-13,0.356197163,8.61E-05,2.25E-08,360.7486539
T20230603084854,49:24.9,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760003XVR31060+L2AA01105+0,0x0000007FB642D592,LG5D1760003XVR31060+L2AA01105+0,88,83,42.294,42.294,186.9395107,194.3176946,125.0752327,-0.073034768,0.001629589,200.9137607,-0.102009371,0.00157474,2.07E-14,0.343718375,8.12E-05,2.37E-08,-3.19E-14,0.360786297,8.69E-05,2.51E-08,366.1380204
T20230603084858,49:29.2,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1750004CVR31060+L2AA02320+0,0x00000072BE46E59A,LG5D1750004CVR31060+L2AA02320+0,88,85,42.294,39.928,190.5272175,194.3558739,188.1195486,-0.351900321,0.001588502,168.1218924,-0.042412908,0.001510828,5.31E-14,0.346211485,8.29E-05,2.49E-08,-4.43E-14,0.37373783,9.29E-05,2.70E-08,363.6921056
T20230603084859,49:29.5,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T02A,LG5D1760005KVR31060+L2AA04529+0,0x000000B68702A196,LG5D1760005KVR31060+L2AA04529+0,84,85,42.294,39.928,178.8086025,191.8656346,119.204249,-0.024542859,0.001604933,198.6059826,-0.057945477,0.001501594,-1.25E-15,0.357023318,8.75E-05,2.72E-08,-8.60E-16,0.374899769,9.53E-05,2.70E-08,359.5172414
